file;target;Time;Otype;Sdate;Stime;Stype;Qs;Vmean;VmeanC;Vmax;tVmax;Bmax;tBmax;VmBm;Bzmin;Abzmax;BzmtoBm;Ktmax;tKTmax;Ktmin;tKTmin;Bemax;tBemax;Bemin;tBemin;Rbulk;B2Sum;Magn;MagnM;MagnC;Tmin;TminM;Dmin;tDmin;DminM;tDminM;Dmax;tDmax;AftoB;tBef;tAft;tFrom;Kpmax;Apmax;Dstmin;tDstmin;Xmagn;Hlat;Alat;Hlon;Sdur;Axym;Txymax;Axm;Aym;Azrange;Pxym;Axdm;Aydm;Azdm;Axydm;Pxydm;D01;D02;AD02;Axb;Ayb;Azb;Axyb;Pxyb;Ax0;Ay0;Az0;Axy0;Pxy0;Ax1;Ay1;Az1;Axy1;Pxy1;dx1b;dy1b;dz1b;dxy1b;dA11b;Adz1b;dPxy1b;Pdxy1b;DP1b;CMEwidth;Ind;GLE;SSN
200112290538;2;0,23;1;37251;0,19;1;4;568;571;449;2;23,2;7;5,21;-6,1;19,5;0,84;3,37;17;0,26;-2;3,31;15;0,87;6;86,66;10,91;2,2;2,4;2,2;13;16;-0,58;1;-0,59;1;0,21;18;0,1;35,6;23,4;23,4;4;27;-1;20;0;8;8;54;135;0,89;12;0,61;0,65;0,65;46,8;-0,31;0,76;1,36;0,82;112,2;-1,14;-1,25;1,25;-0,18;0,41;1,16;0,45;113,7;-0,38;0,55;1,12;0,67;124,6;-0,31;0,76;1,36;0,82;112,2;-0,13;0,35;0,2;0,37;0,42;0,2;1,8;110,4;10;212;77;13;221
200112302029;1;0,85;1;37253;0,83;1;4;858;858;648;4;20,5;2;6,64;-5,3;12,5;0,61;3,31;1;0,55;46;1,1;10;0,38;-2;106,77;2,98;7,4;8,2;7,4;46;24;-0,96;6;-0,84;6;0,42;1;0,36;15,5;49,5;15,5;4,67;39;-48;35;0;-24;24;-90;43;2,69;0;-0,45;2,65;2,79;99,6;-0,17;1,68;0,37;1,69;95,8;0,22;-0,26;0,26;-0,77;2,27;1,29;2,4;108,7;-0,45;2,65;0,62;2,69;99,6;-0,16;2,23;0,45;2,24;94,1;0,61;-0,04;-0,84;0,61;1,04;0,84;97,9;356,2;21,8;360;0;0;216
200203181322;3;0,56;1;37330;0,92;1;4;657;661;469;2;22,5;17;5,28;-10,6;17;0,76;5,45;-1;0,47;41;10,16;3;0,02;37;128,16;6,04;5,1;6,4;5,1;34;34;-0,47;9;-0,43;9;0,41;45;0,23;77,4;48,1;48,1;5,33;56;-37;16;0;-8;8;3;153;1,31;46;0,49;-1,22;1,52;291,9;0,75;0,54;-0,42;0,92;35,8;-0,58;-0,56;0,56;0,02;-0,65;0,28;0,65;271,8;-0,22;-0,63;-0,2;0,67;250,8;-0,28;0,08;-0,54;0,29;164,1;-0,3;0,73;-0,82;0,79;1,14;0,82;51,7;112,3;118,7;360;77;0;138
200203201328;1;0,56;1;3;0,09;1,5;4;702;703;576;2;20,1;1;5,79;-7,4;11;0,55;2,66;4;0,27;29;3,37;16;0,02;-2;26,46;8,15;4,4;3,7;4,4;3;3;-1,73;1;-1,52;1;0,35;8;0,22;48,1;37,5;37,5;4,33;32;-18;-2;0;-8;8;31;104;2,55;2;-0,53;-2,49;2,9;258;-0,55;-1,62;2,27;1,71;251,2;-2,48;-3,7;3,7;0,37;-1,29;1,6;1,34;286;0,01;-1,12;2,56;1,12;270,5;-0,55;-1,62;2,27;1,71;251,2;-0,92;-0,33;0,67;0,98;1,18;0,67;51,5;199,7;21,6;360;77;0;127
200203231137;3;0,48;1;1;0,66;2;4;612;626;504;12;15,5;33;3,91;-8,7;8,7;0,56;1,34;1;0,14;28;1,38;-2;0,04;33;60,73;3,16;1,7;4,2;1,7;26;26;-0,38;2;-0,35;26;0,44;28;0,11;32,6;37,4;32,6;6;80;-100;21;0;-17;20;20;215;2,77;8;0,3;2,75;2,27;83,8;0,23;1,51;-1,58;1,53;81,3;-0,02;-0,44;0,44;0,35;1,45;-0,49;1,49;76,4;0,24;1,84;-0,89;1,86;82,6;0,53;1,74;-1,19;1,82;73,1;0,18;0,29;-0,7;0,34;0,78;0,7;14,9;58,2;15,3;360;77;0;158
200204171107;1;0,46;1;37361;0,13;1;4;742;745;611;11;30,4;1;9,29;-15,8;15,8;0,52;3,39;2;0,06;28;2,51;-5;0,02;31;136,02;8,95;6,2;9,2;6,2;21;21;-1,03;1;-1,33;1;0,41;24;0,2;70,5;45,5;45,5;7,33;154;-127;19;0;-15;15;1;121;3,01;23;1,37;2,68;2,37;62,9;0,44;1,26;-1,34;1,33;70,8;-1,71;-2,54;2,54;0,59;0,21;-1,73;0,63;19,6;0,23;0,55;-1,89;0,6;67,3;0,44;1,26;-1,34;1,33;70,8;-0,15;1,05;0,39;1,06;1,13;0,39;-27,4;98,1;35,2;360;77;0;146
200205111014;2;0,43;1;37384;0,54;1;4;600;602;523;27;19,4;6;5,07;-15,2;15,2;0,78;3,38;14;0,94;46;2,99;0;0,19;7;56,3;2,8;1,4;3,8;1,4;37;13;-0,3;8;-0,46;4;0,26;6;0,07;22,8;52,8;22,8;6,67;111;-110;8;0;-12;12;7;61;0,98;39;-0,51;-0,84;1,37;238,7;-0,3;0,24;-1,08;0,38;141,3;-0,06;-0,13;0,13;-0,21;0,29;-0,9;0,36;125,9;-0,09;0,39;-1,08;0,4;103;-0,29;0,05;-0,6;0,29;170,2;-0,08;-0,24;0,3;0,25;0,39;0,3;-81,3;251,6;18,1;360;77;0;214
200205182008;2;0,84;1;37392;0,01;1;4;612;612;486;1;19,5;8;4,74;-10;10;0,51;2,58;13;0,65;29;2,37;-6;0,23;8;63,53;7,65;3;4,6;3;11;11;-0,46;0;-0,45;3;0,24;9;0,15;125,1;31,5;31,5;5,33;56;-58;9;0;-20;20;14;67;2,17;4;-0,44;2,13;1,5;101,7;0,26;0,72;-1,23;0,77;70,1;-0,68;-1,08;1,08;0,23;0,81;-0,58;0,84;74,1;0,26;0,72;-1,23;0,77;70,1;-0,35;1,36;-1,33;1,4;104,4;-0,58;0,55;-0,75;0,8;1,1;0,75;-32,1;136,5;25;360;0;0;144
200205200340;1;0,15;1;37393;0,66;2;4;695;695;499;2;13,8;1;3,44;-4,2;5,8;0,42;2,73;2;0,31;39;3,11;2;0,22;16;28,65;2,74;1,6;2,2;1,6;14;16;-0,21;9;-0,2;13;0,3;36;0,12;31,5;42,4;31,5;3,33;18;-36;22;0;-25;25;-47;24;1,49;29;0,02;-1,49;1,37;270,8;-0,45;0,77;-0,5;0,89;120,3;-0,12;-0,21;0,21;-0,26;0,48;-0,34;0,55;118,4;-0,41;0,59;-0,33;0,72;124,8;-0,27;0,62;-0,33;0,68;113,5;-0,01;0,14;0,01;0,14;0,14;0,01;19,4;94,1;7,3;36;77;0;166
200205212203;3;0,92;1;2;0,45;2;3;499;501;440;31;15,2;31;3,34;-3,8;7,3;0,48;2,02;10;0,24;21;6,43;24;0,35;34;20,5;1,88;1,2;2,3;1,2;21;20;-0,21;20;-0,22;20;0,33;31;0,08;42,4;36,8;36,8;6,67;22;-12;12;0;-10;10;-37;87;1,85;1;-1,85;-0,03;1,49;180,9;0,11;-0,13;-0,06;0,17;310,2;-0,15;-0,29;0,29;-1,14;-0,17;-0,97;1,15;188,5;-1,66;-0,16;-0,52;1,67;185,5;-1,85;-0,03;0,35;1,85;180,9;-0,71;0,14;1,32;0,72;1,51;1,32;12,1;168,8;51,3;46;0;0;188
200205231050;1;0,45;1;3;0,89;1;3;1108;1328;871;6;38,2;2;16,64;-14,1;17,6;0,46;4,8;38;0,26;14;1,21;5;0,01;24;114,3;25,09;6,6;9,6;6,6;5;8;-1,63;3;-2,34;1;0,52;2;0,17;36,8;87,2;36,8;8,33;236;-109;6;0;17;17;-38;40;2,93;1;2,67;1,21;2,18;24,4;1;0,46;-1,41;1,1;24,7;-3,29;-2,71;2,71;-0,34;0,04;-0,44;0,34;173,3;0,18;-0,2;-0,16;0,27;312;2,67;1,21;0,43;2,93;24,4;3,01;1,17;0,87;3,23;3,34;0,87;3,1;21,2;129,4;360;77;0;211
200206081140;1;0,49;1;37412;0,39;2;3;560;580;440;23;13;2;2,86;-4,9;6,7;0,52;3,7;-10;0,79;23;7,44;-2;0,51;4;-1;-1;0,6;1,1;0,6;-1;8;-0,2;-7;-0,21;-7;0,23;1;0,05;162,9;31,3;31,3;4;27;-21;20;0;-23;23;-24;57;1,09;3;-0,15;1,08;0,95;97,9;0,11;0,79;-0,17;0,8;82,1;0,42;0,44;0,44;0,01;0,67;-0,25;0,67;89,1;-0,13;0,49;-0,42;0,51;104,9;-0,13;0,55;-0,22;0,57;103,3;-0,14;-0,12;0,03;0,18;0,19;0,03;-117,3;220,6;13,2;360;0;0;185
200207171604;1;0,67;1;37452;0,83;1;4;943;945;519;2;15;1;3,89;-3,8;6,1;0,41;2,82;4;0,55;34;5,35;9;0,19;34;21,44;1,76;4,3;4,6;4,3;22;22;-0,56;2;-0,62;2;0,4;32;0,29;35,1;43,1;35,1;5;48;-17;18;0;19;19;1;15;1,77;28;1,54;-0,88;2,76;330,3;0,79;0,99;1,82;1,27;51,4;-0,85;-1,48;1,48;0,18;0,73;1,21;0,75;76,1;0,58;0,46;1,28;0,74;38,4;0,72;0,77;1,58;1,05;46,9;0,54;0,04;0,37;0,54;0,66;0,37;42,7;4,2;15,8;360;77;0;147
200207291321;1;0,56;1;37463;0,87;1;4;644;651;519;3;16,9;1;4,39;-6,8;8,5;0,5;3,31;9;0,63;-1;1,61;-2;0,28;0;23,07;4,19;2,5;1,9;2,5;6;13;-0,72;1;-0,73;1;0,29;27;0,15;39,4;59,7;39,4;4,33;32;-21;50;0;-19;19;-26;38;1,7;41;0,35;1,66;1,15;78,1;0,03;1,34;-0,42;1,34;88,7;-1,3;-1,56;1,56;0,26;0,59;-0,1;0,64;66,2;0,34;0,66;-0,29;0,74;62,7;0,03;1,34;-0,42;1,34;88,7;-0,23;0,75;-0,32;0,78;0,85;0,32;-18,3;107;23,5;360;0;0;293
200208010105;2;0,05;1;37465;0,96;1;3;561;567;461;6;14,4;7;3,32;-12,9;12,9;0,9;3,53;4;0,16;19;0,62;-10;0,18;2;58,4;4,19;1;1,5;1;19;19;-0,71;17;-0,57;17;0,44;14;0,07;59,7;22,1;22,1;5,33;56;-51;11;0;11;11;12;26;2,4;16;1,29;2,02;1,19;57,4;1,38;1,8;-0,18;2,27;52,5;0,08;0,02;0,02;-0,42;0,94;-0,11;1,03;114,1;-0,48;0,88;-0,15;1;118,6;-0,45;0,77;0;0,89;120,3;-0,03;-0,17;0,11;0,17;0,2;0,11;-139,7;260;8,7;173;-5;0;207
200208012309;1;0,96;1;1;0,44;1;3;491;496;524;6;15,7;1;4,11;-13,1;13,1;0,83;1,02;4;0,12;13;0,99;23;0,08;13;55,87;4,69;2,7;3,8;2,7;14;14;-0,71;7;-0,57;7;0,44;4;0,17;22,1;46,8;22,1;6;80;-102;5;0;-11;11;17;46;1,99;8;0,52;1,92;2,76;74,8;0,87;1,41;-1,83;1,66;58,3;0,38;0,5;0,5;0,59;1,68;-0,3;1,78;70,6;0,19;1,55;-0,4;1,56;83;0,16;1,16;-0,58;1,17;82,1;-0,43;-0,52;-0,28;0,67;0,73;0,28;-148,3;230,4;20;236;77;0;207
200208181846;2;0,78;1;37484;0,48;1;4;752;759;573;1;14,3;12;4,1;-7,7;8,5;0,59;3,32;2;0,08;28;2,78;6;0,17;25;78,55;2,8;4,7;6,5;4,7;35;30;-0,47;9;-0,5;9;0,32;3;0,33;98,8;43,2;43,2;5,33;56;-71;29;0;-14;14;-20;95;2,5;10;0,08;2,5;2,5;88,2;0,32;2,33;0,89;2,35;82,2;-0,28;-0,48;0,48;-0,71;0,27;1,17;0,76;159,2;-0,81;0,46;1,16;0,93;150,4;-0,65;0,9;1,39;1,11;125,8;0,06;0,63;0,22;0,63;0,67;0,22;41,3;84,6;20,1;360;77;0;270
200209071636;1;0,69;1;37504;0,68;1;4;860;863;550;2;22,9;1;6,3;-22,3;22,3;0,97;2,93;10;0,22;47;1,66;28;0,24;34;98,72;9,17;4,6;6,8;4,6;14;12;-0,8;3;-0,78;2;0,36;-2;0,2;2573,8;277,4;277,4;7,33;154;-181;7;0;9;9;-28;77;1,64;-1;0,34;1,6;2,98;78;0,01;0,03;1,53;0,03;71,6;0,19;-0,64;0,64;0,34;1,6;0,07;1,64;78;0,34;1,11;-0,71;1,16;73;0,57;0,55;-0,01;0,79;44;0,23;-1,05;-0,08;1,07;1,08;0,08;121,6;282,4;34,2;360;77;0;206
200211091751;3;0,74;1;37564;0,42;2;0;325;0;459;37;16,9;36;3,88;-11,8;14,7;0,87;3,41;31;0,16;-4;4;12;0,22;35;125,87;5,42;3,8;4,4;3,8;37;39;-0,4;20;-0,41;20;0,14;33;0,23;119,9;42,7;42,7;5;48;-32;39;0;-8;8;-31;128;1,3;39;0,19;1,29;1,6;81,6;0,18;0,34;-1,67;0,38;62,1;-0,13;-0,17;0,17;-0,01;-0,06;-0,75;0,06;260,5;-0,16;-0,2;-0,79;0,26;231,3;0,03;0,25;-0,56;0,25;83,2;0,04;0,31;0,19;0,31;0,37;0,19;0,5;82,6;28,8;0;99;0;199
200211262150;1;0,91;1;0;0;2;4;0;835;592;5;26,4;2;7,81;-6,1;7,9;0,3;2,81;3;0,31;-3;3,18;24;0,39;1;80,28;5,31;2,4;3,4;2,4;21;24;-0,65;1;-1,08;1;0,47;4;0,09;154,7;102,2;102,2;5;48;-64;8;-99,9;20;20;-35;43;2,65;7;-0,09;2,65;1,46;91,9;-1,23;0,85;0,7;1,5;145,4;-1,09;-1,59;1,59;0,13;0,65;0,45;0,66;78,7;-0,15;0,42;1,1;0,45;109,7;-1,23;0,85;0,7;1,5;145,4;-1,36;0,2;0,25;1,37;1,4;0,25;-26,3;171,6;57,7;360;-11;0;76
200304080111;2;0,05;1;37715;0,8;1;4;532;546;470;18;16,3;10;3,83;-7,8;7,8;0,48;3,58;5;0,74;-1;6,1;-1;0,57;27;77,54;3,62;1,9;2,7;1,9;31;31;-0,46;9;-0,35;9;0,26;11;0,12;14,2;33,8;14,2;4,67;39;-41;29;0;8;8;65;95;1,22;28;-0,71;0,99;1,22;125,6;0,23;0,39;-0,55;0,45;59,5;0;0,17;0,17;-0,55;0,4;-0,54;0,68;144;-0,38;0,58;-0,37;0,69;123,2;-0,52;0,41;-0,41;0,66;141,7;0,03;0,01;0,13;0,03;0,13;0,13;123,3;18,4;6,9;158;0;0;55
200305291224;3;0,52;1;37768;0,96;1;4;1109;1126;764;8;28,4;19;10,85;-11,6;25,6;0,9;1,1;11;0,16;1;4,26;10;0,12;25;241,05;11,5;7,7;9,1;7,7;24;24;-0,91;6;-0,91;10;0,41;26;0,27;59,4;28,6;28,6;8,33;236;-144;10;0;-7;7;17;17;1,57;7;0,4;-1,52;3,63;284,7;0,35;-0,77;0,81;0,85;294,4;-0,51;-0,33;0,33;0,64;0,3;-2,34;0,71;25,1;0,35;0,05;-2,38;0,35;8,1;0,08;-0,24;-1,85;0,25;288,4;-0,56;-0,54;0,49;0,78;0,92;0,49;64,5;224;19,3;360;77;0;89
200310280206;1;0,09;1;37920;0,72;1;4;1269;1279;809;11;19,2;2;7,77;-10,3;10,3;0,54;-1;-99;-1;-99;999,99;21;0,07;0;48,99;9,4;3,8;3,5;3,8;5;5;-0,64;1;-0,59;2;1,13;25;0,2;31;28,1;28,1;4,67;39;-42;22;0;2;2;38;120;6,23;2;-1,69;6;2,88;105,7;-1,12;4,77;-1,46;4,9;103,2;-1,01;-1,62;1,62;-0,26;2,14;-1,65;2,16;96,9;-0,77;3,17;-1,05;3,26;103,7;-1,12;4,77;-1,46;4,9;103,2;-0,86;2,63;0,19;2,77;2,77;0,19;-4,9;108,1;21,6;171;77;1;247
200311040625;1;0,27;1;37927;0,71;1;5;1112;1115;754;7;19,7;2;7,43;-7,4;14,8;0,75;2,73;2;0,46;46;5,8;12;0,74;-2;44,83;8,41;2,6;4,8;2,6;4;4;-0,95;1;-1,11;3;0,45;7;0,13;110,4;61,2;61,2;7;132;-69;3;0;-14;14;56;36;2,66;33;1,78;1,97;2,82;47,9;1,2;1,9;-0,51;2,25;57,7;0;0;0;0,39;1,43;-1,45;1,48;74,7;0,68;1,39;-1,48;1,55;63,9;1,2;1,9;-0,51;2,25;57,7;0,81;0,47;0,94;0,94;1,33;0,94;27,6;30,1;34,8;360;0;39;64
200311200803;2;0,34;1;37943;0,31;1;4;854;872;703;3;55,8;7;19,61;-45,9;45,9;0,82;2,52;-1;0,2;22;999,99;34;0,01;6;345,41;36,79;4,7;13,7;4,7;18;17;-0,95;2;-1,28;5;1,22;8;0,08;96;51;51;8,67;300;-422;11;0;0;0;-18;43;2,65;17;2,59;0,57;3,09;12,4;0,8;1,88;-0,11;2,04;66,9;0;0;0;0,71;0,59;0,33;0,92;39,7;0,85;1,09;0,6;1,38;52,1;0,65;1,87;-0,16;1,98;70,8;-0,06;1,28;-0,49;1,28;1,37;0,49;-21,9;92,7;39,1;360;77;0;111
200401220137;2;0,07;1;38005;0,92;1;4;806;831;666;1;25,4;8;8,46;-15;15;0,59;2,19;2;0,15;34;2,16;2;0,11;25;81,14;10,36;8,6;11,1;8,6;8;11;-1,47;6;-1,41;6;0,31;11;0,34;69,6;37,4;37,4;7;132;-149;11;0;-13;13;9;163;4,32;6;0,48;4,29;2,29;83,6;0,48;4,29;-1,64;4,32;83,6;-1,86;-1,9;1,9;0,25;0,24;-1,12;0,35;43,8;0,8;0,82;-2,1;1,15;45,7;1,24;2,37;-1,6;2,67;62,4;0,99;2,13;-0,48;2,35;2,4;0,48;-2,7;65,1;43;360;77;0;80
200404090233;1;0,11;1;38083;0,52;1;4;670;675;533;3;9,4;1;2,51;-4,5;4,5;0,48;1,9;2;0,79;29;3,32;-4;1,07;-6;8,23;1,26;1,1;1,1;1,1;14;29;-0,21;11;-0,24;11;0,24;30;0,12;79,5;41,6;41,6;4,67;39;-35;1;0;-18;18;-15;76;1,17;17;0,06;1,17;1,19;87,1;0,11;0,87;-1,48;0,88;82,8;0,02;0;0;0,01;0,6;-0,96;0,6;89;-0,23;0,43;-1,25;0,49;118,1;-0,05;0,34;-1,12;0,34;98,4;-0,06;-0,26;-0,16;0,27;0,31;0,16;-158,6;257;15,4;360;0;0;23
200404102010;1;0,84;1;38085;0,41;1;4;713;714;496;1;11,6;1;2,88;-3,9;4,9;0,42;2,22;8;0,67;29;2,22;17;0,82;1;10,85;1,57;1,4;1,5;1,4;13;13;-0,51;10;-0,4;10;0,34;42;0,12;41,6;44,8;41,6;3,67;22;-29;5;0;-17;17;11;54;1,7;2;0,01;1,7;1,34;89,7;-0,66;0,68;-0,77;0,95;134,1;-0,34;-0,65;0,65;-0,05;0,91;-1,65;0,91;93,1;0,06;0,93;-1,64;0,93;86,3;0,25;1,26;-1,48;1,28;78,8;0,3;0,35;0,17;0,46;0,49;0,17;29,4;49,4;14,5;360;0;0;20
200404261604;3;0,67;1;38102;0,21;1;0;1186;0;506;-13;8,2;27;2,07;-4,3;5,4;0,66;2,01;-1;0,34;21;4,59;18;0,26;2;6,38;1,51;0,8;0,6;0,8;8;7;-0,17;-5;-0,15;-5;0,17;-4;0,1;55,1;40,9;40,9;2,33;9;-13;-12;0;15;15;-37;40;1,2;2;0,7;0,97;1,21;54,2;-0,16;1,06;-0,36;1,07;98,6;-0,14;-0,14;0,14;0,03;0,63;-0,22;0,63;87,3;0,53;0,91;-0,23;1,05;59,8;0,38;1,13;-0,02;1,19;71,4;0,35;0,5;0,2;0,61;0,64;0,2;16,4;55;24;0;77;0;51
200407221036;2;0,44;1;38188;0,52;1;4;899;913;672;14;18,9;10;6,35;-15,5;15,5;0,82;3,2;4;0,09;40;2,18;1;0,01;17;115,58;5,32;4,3;6,6;4,3;23;22;-0,58;7;-0,74;11;0,56;12;0,23;67,6;43,6;43,6;7;132;-101;15;0;10;10;-35;23;2,08;16;0,2;-2,07;2,08;275,5;0,19;-0,61;0,07;0,64;287,3;0,01;0;0;0,77;0,45;0,2;0,89;30,3;0,24;0,71;0,16;0,75;71,3;0,09;0,68;0,11;0,69;82,5;-0,68;0,23;-0,09;0,72;0,72;0,09;-78,9;161,3;51,3;360;77;0;138
200407240613;3;0,26;1;2;0,29;1;3;878;882;692;40;23,6;33;8,17;-21,9;21,9;0,93;4,89;32;0,11;-2;2,88;35;0,03;13;90,92;11,52;4,6;5,3;4,6;9;9;-0,91;0;-0,91;6;0,64;14;0,2;43,6;64,6;43,6;8;207;-148;28;0;5;5;-14;6;2,84;5;-0,8;2,73;2,8;106,3;-1,5;1,03;-0,03;1,82;145,5;-1,31;-1,57;1,57;-1,02;-0,48;0,57;1,13;205,2;-1,5;1,03;-0,03;1,82;145,5;-0,97;1,98;-0,12;2,2;116,1;0,05;2,46;-0,69;2,46;2,56;0,69;27,3;88,8;90,6;151;77;0;113
200407262249;2;0,95;1;38193;0,6;1;5;1279;1290;1027;6;26,1;6;13,4;-17,7;17,7;0,68;3,33;1;0,06;10;3,8;-1;0,02;9;113,26;12,52;13,5;15,5;13,5;6;8;-4,35;4;-3,51;5;1,93;13;0,52;64,6;21,2;21,2;8,67;300;-197;14;0;8;8;33;144;2,6;7;2,6;-0,16;6,99;356,5;0,58;1,85;1,5;1,94;72,6;-0,1;-0,35;0,35;0,95;0,3;-0,96;1;17,5;1;0,33;-1;1,05;18,3;0,88;0,1;-0,96;0,89;6,5;-0,07;-0,2;0;0,21;0,21;0;115,8;250,7;8,4;360;77;0;105
200407302114;1;0,88;1;38196;0,11;2;4;623;626;509;1;7,2;1;1,83;-3,2;3,4;0,47;3,32;5;0,65;-9;2,52;5;0,73;-10;-1;-1;0,3;1,5;0,3;-7;-13;-0,5;27;-0,45;27;0,61;25;0,04;73,2;29,8;29,8;3,67;18;-51;-13;0;4;4;72;217;1,56;28;-0,12;1,56;0,92;94,4;-99,9;-99,9;0,61;-99,9;-999,9;0,06;0,1;0,1;0,38;0;0,61;0,38;0;0,27;0,11;0,59;0,29;22,2;-0,06;0,04;0,41;0,07;146,3;-0,44;0,04;-0,2;0,44;0,48;0,2;-28,5;174,8;40,6;201;-4;0;39
200409132003;1;0,84;1;38242;0;1;4;945;948;603;14;25,1;1;7,57;-8;9,8;0,39;4,05;-1;0,24;23;5,01;2;0,02;-10;87,33;3,17;5;5,6;5;34;30;-0,9;-1;-0,91;4;0,59;14;0,2;94,1;69,9;69,9;5,33;56;-50;14;0;3;3;-49;52;2,6;0;-0,27;2,59;1,55;96;-0,29;1,65;-0,68;1,68;100;-0,87;-1,12;1,12;-0,29;1,65;-0,68;1,68;100;-0,27;2,59;0,52;2,6;96;-0,13;2,07;0,87;2,07;93,6;0,16;0,42;1,55;0,45;1,61;1,55;24,4;69,1;45,3;360;77;0;69
200411071827;1;0,77;1;38297;0,01;1;4;983;0;730;11;47,8;5;17,45;-44,6;44,6;0,93;7,25;2;0,08;11;2,18;1;0,02;16;244,82;54,31;5,2;13,9;5,2;8;9;-1,67;0;-1,59;2;0,84;11;0,11;7,6;39;7,6;8,67;300;-373;11;0;9;9;-5;31;2,01;1;0,55;1,93;2,66;74,1;0,77;1,12;0;1,36;55,5;-2,57;-3,06;3,06;0,49;-0,15;-0,79;0,51;343;0,77;1,12;0;1,36;55,5;0,55;1,93;0,98;2,01;74,1;0,06;2,08;1,77;2,08;2,73;1,77;-14,3;88,3;112,2;0;77;0;101
200412050746;1;0,32;1;38323;0,99;1;5;742;744;457;2;34,6;2;7,91;-6,9;22,7;0,66;3,53;14;0,94;-4;5,45;-2;0,21;3;127;10,19;4,6;6,2;4,6;23;23;-0,71;4;-0,84;1;0,38;34;0,13;163,8;40,2;40,2;4,33;32;-58;31;0;8;8;2;51;1,68;1;0,44;1,62;1,78;74,8;0,23;1,04;1,06;1,07;77,5;-1,29;-1,51;1,51;0,26;0,96;1,38;0,99;74,8;0,26;1,34;1,53;1,36;79;0,44;1,62;1,87;1,68;74,8;0,18;0,66;0,49;0,68;0,84;0,49;0,1;74,7;6,1;360;0;0;47
200501211711;1;0,72;1;38372;0,28;1;5;1202;1201;950;2;29,5;2;14,01;-6,9;13;0,44;1,3;-1;0,07;13;2,21;47;0,06;13;202,93;17,89;9;13,2;9;10;11;-4,06;1;-4,2;1;0,72;19;0,31;38,2;143,8;38,2;8;207;-105;12;0;14;14;61;50;5,26;21;-4,2;3,17;5,23;143;-0,81;-1,36;2,05;1,58;239,2;-5,87;-6,77;6,77;0,47;0,64;-0,34;0,79;53,7;0,33;0,29;1,35;0,44;41,3;-0,81;-1,36;2,05;1,58;239,2;-1,28;-2;2,39;2,37;3,37;2,39;1,8;237,4;150,5;360;77;5400;69
200505150238;2;0,11;1;38485;0,68;1;5;1207;1231;959;7;54,2;7;25,99;-41,2;41,2;0,76;2,68;0;0,05;15;4,67;1;0,01;6;127,76;37,09;9,5;16,4;9,5;4;4;-3,38;3;-4,62;3;1,21;7;0,18;175,4;45,4;45,4;8,33;236;-263;5;0;12;12;-11;44;2,53;8;-1,75;1,83;3,68;133,7;-0,29;1,85;2,56;1,87;98,9;-1,4;-2,51;2,51;0,78;-0,16;-0,16;0,8;348,4;0,57;0,82;0,16;1;55,2;-0,01;1,4;0,81;1,4;90,4;-0,79;1,56;0,97;1,75;2;0,97;-26,4;116,9;106;360;77;0;56
200506120745;1;0,32;1;38512;0,56;1;4;627;632;503;12;24,2;5;6,09;-16,9;16,9;0,7;4,83;5;0,13;17;8,46;-1;0,04;20;54,08;12,23;2,6;4,8;2,6;7;14;-0,46;0;-0,46;3;0,24;11;0,11;13,7;58,8;13,7;7,33;154;-106;16;0;7;7;-13;6;1,25;1;0,8;0,96;1,15;50,2;0,42;0,68;0,4;0,8;58,3;-0,93;-1,29;1,29;0,23;0,82;0,11;0,85;74,3;0,42;0,68;0,4;0,8;58,3;0,8;0,96;0,38;1,25;50,2;0,57;0,14;0,27;0,59;0,65;0,27;36,4;13,8;25,4;125;77;0;75
200506141835;1;0,77;1;1;0,1;1;4;648;643;553;3;11,5;1;3,18;-6,7;7,5;0,65;2,27;9;0,13;32;2,51;-9;0,17;17;44,15;2,5;1,2;2;1,2;22;22;-0,27;22;-0,27;6;0,18;11;0,1;58,8;38,2;38,2;4,67;39;-54;17;0;6;6;24;18;0,83;-1;0,68;-0,47;0,86;325,3;0,34;0,67;-0,26;0,75;63,1;-0,05;-0,13;0,13;0,68;-0,47;-0,28;0,83;325,3;0,56;-0,57;-0,11;0,8;314,5;0,62;-0,4;0,13;0,74;327,2;-0,06;0,07;0,41;0,09;0,42;0,41;-163,4;130,6;28,8;156;77;0;48
200506160847;1;0,37;1;1;0,29;1;4;833;834;686;11;19,5;1;6,69;-5,2;8,6;0,44;5,26;2;0,15;-2;3,98;13;0,23;0;43,75;2,87;1,5;2,8;1,5;19;19;-0,37;7;-0,39;7;0,35;33;0,08;38,2;131,2;38,2;5;48;-48;19;0;10;10;47;62;1,59;46;-0,61;1,47;1,52;112,5;0,02;0,48;-0,8;0,48;87,6;0,04;-0,12;0,12;0,03;0,62;0,08;0,62;87,2;-0,06;0,7;0,49;0,7;94,9;0,03;0,91;0,72;0,91;88,1;0;0,29;0,64;0,29;0,7;0,64;-1,9;90;31;360;77;0;62
